date,rank,song,artist,pk
2021-09-11,15,Montero (Call Me By Your Name),Lil Nas X,Montero (Call Me By Your Name)_Lil Nas X
2021-09-11,16,Junya,Kanye West,Junya_Kanye West
2021-09-11,17,Moon,Kanye West,Moon_Kanye West
2021-09-11,18,Family Ties,Baby Keem & Kendrick Lamar,Family Ties_Baby Keem & Kendrick Lamar
2021-09-11,19,Essence,Wizkid Featuring Justin Bieber & Tems,Essence_Wizkid Featuring Justin Bieber & Tems
2021-09-11,20,Praise God,Kanye West,Praise God_Kanye West
2021-09-11,21,You Right,Doja Cat & The Weeknd,You Right_Doja Cat & The Weeknd
2021-09-11,22,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,Sharing Locations_Meek Mill Featuring Lil Baby & Lil Durk
2021-09-11,23,Heat Waves,Glass Animals,Heat Waves_Glass Animals
2021-09-11,24,Need To Know,Doja Cat,Need To Know_Doja Cat
2021-09-11,25,Take My Breath,The Weeknd,Take My Breath_The Weeknd
2021-09-11,26,Jesus Lord,Kanye West,Jesus Lord_Kanye West
2021-09-11,27,Jonah,Kanye West,Jonah_Kanye West
2021-09-11,28,Believe What I Say,Kanye West,Believe What I Say_Kanye West
2021-09-11,29,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open_Silk Sonic (Bruno Mars & Anderson .Paak)
2021-09-11,30,God Breathed,Kanye West,God Breathed_Kanye West
2021-09-11,31,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches_Justin Bieber Featuring Daniel Caesar & Giveon
2021-09-11,32,Rumors,Lizzo Featuring Cardi B,Rumors_Lizzo Featuring Cardi B
2021-09-11,33,Leave Before You Love Me,Marshmello X Jonas Brothers,Leave Before You Love Me_Marshmello X Jonas Brothers
2021-09-11,34,Heartbreak Anniversary,Giveon,Heartbreak Anniversary_Giveon
2021-09-11,35,Beggin',Maneskin,Beggin'_Maneskin
2021-09-11,36,Pepas,Farruko,Pepas_Farruko
2021-09-11,37,Waves,Luke Bryan,Waves_Luke Bryan
2021-09-11,38,Happier Than Ever,Billie Eilish,Happier Than Ever_Billie Eilish
2021-09-11,39,Traitor,Olivia Rodrigo,Traitor_Olivia Rodrigo
2021-09-11,40,Remote Control,Kanye West,Remote Control_Kanye West
2021-09-11,41,Forever After All,Luke Combs,Forever After All_Luke Combs
2021-09-11,42,Heaven And Hell,Kanye West,Heaven And Hell_Kanye West
2021-09-11,43,24,Kanye West,24_Kanye West
2021-09-11,44,Arcade,Duncan Laurence,Arcade_Duncan Laurence
2021-09-11,45,Things A Man Oughta Know,Lainey Wilson,Things A Man Oughta Know_Lainey Wilson
2021-09-11,46,Thot Shit,Megan Thee Stallion,Thot Shit_Megan Thee Stallion
2021-09-11,47,Chasing After You,Ryan Hurd With Maren Morris,Chasing After You_Ryan Hurd With Maren Morris
2021-09-11,48,Late At Night,Roddy Ricch,Late At Night_Roddy Ricch
2021-09-11,49,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get_DJ Khaled Featuring Lil Baby & Lil Durk
2021-09-11,50,If I Didn't Love You,Jason Aldean & Carrie Underwood,If I Didn't Love You_Jason Aldean & Carrie Underwood
2021-09-11,51,Country Again,Thomas Rhett,Country Again_Thomas Rhett
2021-09-11,52,Pure Souls,Kanye West,Pure Souls_Kanye West
2021-09-11,53,No Child Left Behind,Kanye West,No Child Left Behind_Kanye West
2021-09-11,54,Wockesha,Moneybagg Yo,Wockesha_Moneybagg Yo
2021-09-11,55,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name_Jameson Rodgers Featuring Luke Combs
2021-09-11,56,A-O-K,Tai Verdes,A-O-K_Tai Verdes
2021-09-11,57,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),Skate_Silk Sonic (Bruno Mars & Anderson .Paak)
2021-09-11,58,Donda,Kanye West,Donda_Kanye West
2021-09-11,59,Keep My Spirit Alive,Kanye West,Keep My Spirit Alive_Kanye West
2021-09-11,60,Whole Lotta Money,BIA Featuring Nicki Minaj,Whole Lotta Money_BIA Featuring Nicki Minaj
2021-09-11,61,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen._Chase Rice Featuring Florida Georgia Line
2021-09-11,62,2055,Sleepy Hallow,2055_Sleepy Hallow
2021-09-11,63,Jail Pt 2,Kanye West,Jail Pt 2_Kanye West
2021-09-11,64,"I Am Not A Woman, I'm A God",Halsey,"I Am Not A Woman, I'm A God_Halsey"
2021-09-11,65,We Didn't Have Much,Justin Moore,We Didn't Have Much_Justin Moore
2021-09-11,66,Love Again,Dua Lipa,Love Again_Dua Lipa
2021-09-11,67,I Was On A Boat That Day,Old Dominion,I Was On A Boat That Day_Old Dominion
2021-09-11,68,New Again,Kanye West,New Again_Kanye West
2021-09-11,69,Todo de Ti,Rauw Alejandro,Todo de Ti_Rauw Alejandro
2021-09-11,70,Lord I Need You,Kanye West,Lord I Need You_Kanye West
2021-09-11,71,Wild Side,Normani Featuring Cardi B,Wild Side_Normani Featuring Cardi B
2021-09-11,72,Volvi,Aventura x Bad Bunny,Volvi_Aventura x Bad Bunny
2021-09-11,73,Yonaguni,Bad Bunny,Yonaguni_Bad Bunny
2021-09-11,74,Gyalis,Capella Grey,Gyalis_Capella Grey
2021-09-11,75,Memory,Kane Brown X blackbear,Memory_Kane Brown X blackbear
2021-09-11,76,Woman,Doja Cat,Woman_Doja Cat
2021-09-11,77,Come To Life,Kanye West,Come To Life_Kanye West
2021-09-11,78,Memory I Don't Mess With,Lee Brice,Memory I Don't Mess With_Lee Brice
2021-09-11,79,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home)_Elle King & Miranda Lambert
2021-09-11,80,Cold As You,Luke Combs,Cold As You_Luke Combs
2021-09-11,81,Get Into It (Yuh),Doja Cat,Get Into It (Yuh)_Doja Cat
2021-09-11,82,You Time,Scotty McCreery,You Time_Scotty McCreery
2021-09-11,83,Single Saturday Night,Cole Swindell,Single Saturday Night_Cole Swindell
2021-09-11,84,Buy Dirt,Jordan Davis Featuring Luke Bryan,Buy Dirt_Jordan Davis Featuring Luke Bryan
2021-09-11,85,Summer Of Love,Shawn Mendes & Tainy,Summer Of Love_Shawn Mendes & Tainy
2021-09-11,86,Motley Crew,Post Malone,Motley Crew_Post Malone
2021-09-11,87,My Boy,Elvie Shane,My Boy_Elvie Shane
2021-09-11,88,Ain't Shit,Doja Cat,Ain't Shit_Doja Cat
2021-09-11,89,Don't Go Yet,Camila Cabello,Don't Go Yet_Camila Cabello
2021-09-11,90,Tell The Vision,Kanye West,Tell The Vision_Kanye West
2021-09-11,91,You Should Probably Leave,Chris Stapleton,You Should Probably Leave_Chris Stapleton
2021-09-11,92,Come Through,H.E.R. Featuring Chris Brown,Come Through_H.E.R. Featuring Chris Brown
2021-09-11,93,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,Thinking 'Bout You_Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
2021-09-11,94,Baddest,"Yung Bleu, Chris Brown & 2 Chainz","Baddest_Yung Bleu, Chris Brown & 2 Chainz"
2021-09-11,95,Knowing You,Kenny Chesney,Knowing You_Kenny Chesney
2021-09-11,96,In Da Getto,J Balvin & Skrillex,In Da Getto_J Balvin & Skrillex
2021-09-11,97,Brutal,Olivia Rodrigo,Brutal_Olivia Rodrigo
2021-09-11,98,AM,Nio Garcia X J Balvin X Bad Bunny,AM_Nio Garcia X J Balvin X Bad Bunny
2021-09-11,99,Repeat It,Lil Tecca & Gunna,Repeat It_Lil Tecca & Gunna
2021-09-11,100,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,Matt Hardy 999_Trippie Redd Featuring Juice WRLD
2021-09-04,1,Stay,The Kid LAROI & Justin Bieber,Stay_The Kid LAROI & Justin Bieber
2021-09-04,2,Bad Habits,Ed Sheeran,Bad Habits_Ed Sheeran
2021-09-04,3,Good 4 U,Olivia Rodrigo,Good 4 U_Olivia Rodrigo
2021-09-04,4,Kiss Me More,Doja Cat Featuring SZA,Kiss Me More_Doja Cat Featuring SZA
2021-09-04,5,Industry Baby,Lil Nas X & Jack Harlow,Industry Baby_Lil Nas X & Jack Harlow
2021-09-04,6,Levitating,Dua Lipa,Levitating_Dua Lipa
2021-09-04,7,Butter,BTS,Butter_BTS
2021-09-04,8,Deja Vu,Olivia Rodrigo,Deja Vu_Olivia Rodrigo
2021-09-04,9,Montero (Call Me By Your Name),Lil Nas X,Montero (Call Me By Your Name)_Lil Nas X
2021-09-04,10,Save Your Tears,The Weeknd & Ariana Grande,Save Your Tears_The Weeknd & Ariana Grande
2021-09-04,11,Fancy Like,Walker Hayes,Fancy Like_Walker Hayes
2021-09-04,12,You Right,Doja Cat & The Weeknd,You Right_Doja Cat & The Weeknd
2021-09-04,13,Essence,Wizkid Featuring Justin Bieber & Tems,Essence_Wizkid Featuring Justin Bieber & Tems
2021-09-04,14,Need To Know,Doja Cat,Need To Know_Doja Cat
2021-09-04,15,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open_Silk Sonic (Bruno Mars & Anderson .Paak)
2021-09-04,16,Take My Breath,The Weeknd,Take My Breath_The Weeknd
2021-09-04,17,Rumors,Lizzo Featuring Cardi B,Rumors_Lizzo Featuring Cardi B
2021-09-04,18,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches_Justin Bieber Featuring Daniel Caesar & Giveon
2021-09-04,19,Heartbreak Anniversary,Giveon,Heartbreak Anniversary_Giveon
2021-09-04,20,Blinding Lights,The Weeknd,Blinding Lights_The Weeknd
2021-09-04,21,Leave Before You Love Me,Marshmello X Jonas Brothers,Leave Before You Love Me_Marshmello X Jonas Brothers
2021-09-04,22,Happier Than Ever,Billie Eilish,Happier Than Ever_Billie Eilish
2021-09-04,23,Forever After All,Luke Combs,Forever After All_Luke Combs
2021-09-04,24,Waves,Luke Bryan,Waves_Luke Bryan
2021-09-04,25,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get_DJ Khaled Featuring Lil Baby & Lil Durk
2021-09-04,26,Pepas,Farruko,Pepas_Farruko
2021-09-04,27,Thot Shit,Megan Thee Stallion,Thot Shit_Megan Thee Stallion
2021-09-04,28,Traitor,Olivia Rodrigo,Traitor_Olivia Rodrigo
2021-09-04,29,Beggin',Maneskin,Beggin'_Maneskin
2021-09-04,30,Arcade,Duncan Laurence,Arcade_Duncan Laurence
2021-09-04,31,Late At Night,Roddy Ricch,Late At Night_Roddy Ricch
2021-09-04,32,Things A Man Oughta Know,Lainey Wilson,Things A Man Oughta Know_Lainey Wilson
2021-09-04,33,Heat Waves,Glass Animals,Heat Waves_Glass Animals
2021-09-04,34,Chasing After You,Ryan Hurd With Maren Morris,Chasing After You_Ryan Hurd With Maren Morris
2021-09-04,35,Wockesha,Moneybagg Yo,Wockesha_Moneybagg Yo
2021-09-04,36,Glad You Exist,Dan + Shay,Glad You Exist_Dan + Shay
2021-09-04,37,Without You,The Kid LAROI,Without You_The Kid LAROI
2021-09-04,38,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),Skate_Silk Sonic (Bruno Mars & Anderson .Paak)
2021-09-04,39,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean_Masked Wolf
2021-09-04,40,Rapstar,Polo G,Rapstar_Polo G
2021-09-04,41,We Didn't Have Much,Justin Moore,We Didn't Have Much_Justin Moore
2021-09-04,42,Country Again,Thomas Rhett,Country Again_Thomas Rhett
2021-09-04,43,Famous Friends,Chris Young + Kane Brown,Famous Friends_Chris Young + Kane Brown
2021-09-04,44,If I Didn't Love You,Jason Aldean & Carrie Underwood,If I Didn't Love You_Jason Aldean & Carrie Underwood
2021-09-04,45,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name_Jameson Rodgers Featuring Luke Combs
2021-09-04,46,Lil Bit,Nelly & Florida Georgia Line,Lil Bit_Nelly & Florida Georgia Line
2021-09-04,47,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes_Maroon 5 Featuring Megan Thee Stallion
2021-09-04,48,Summer Of Love,Shawn Mendes & Tainy,Summer Of Love_Shawn Mendes & Tainy
2021-09-04,49,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,Matt Hardy 999_Trippie Redd Featuring Juice WRLD
2021-09-04,50,Whole Lotta Money,BIA Featuring Nicki Minaj,Whole Lotta Money_BIA Featuring Nicki Minaj
2021-09-04,51,2055,Sleepy Hallow,2055_Sleepy Hallow
2021-09-04,52,A-O-K,Tai Verdes,A-O-K_Tai Verdes
2021-09-04,53,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen._Chase Rice Featuring Florida Georgia Line
2021-09-04,54,Love Again,Dua Lipa,Love Again_Dua Lipa
2021-09-04,55,Volvi,Aventura x Bad Bunny,Volvi_Aventura x Bad Bunny
2021-09-04,56,Rich MF,Trippie Redd Featuring Lil Durk & Polo G,Rich MF_Trippie Redd Featuring Lil Durk & Polo G
2021-09-04,57,Todo de Ti,Rauw Alejandro,Todo de Ti_Rauw Alejandro
2021-09-04,58,Yonaguni,Bad Bunny,Yonaguni_Bad Bunny
2021-09-04,59,Wild Side,Normani Featuring Cardi B,Wild Side_Normani Featuring Cardi B
2021-09-04,60,Already Won,Rod Wave Featuring Lil Durk,Already Won_Rod Wave Featuring Lil Durk
2021-09-04,61,Single Saturday Night,Cole Swindell,Single Saturday Night_Cole Swindell
2021-09-04,62,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home)_Elle King & Miranda Lambert
2021-09-04,63,I Was On A Boat That Day,Old Dominion,I Was On A Boat That Day_Old Dominion
2021-09-04,64,Motley Crew,Post Malone,Motley Crew_Post Malone
2021-09-04,65,Ain't Shit,Doja Cat,Ain't Shit_Doja Cat
2021-09-04,66,Memory,Kane Brown X blackbear,Memory_Kane Brown X blackbear
2021-09-04,67,Betrayal,Trippie Redd Featuring Drake,Betrayal_Trippie Redd Featuring Drake
2021-09-04,68,Get Into It (Yuh),Doja Cat,Get Into It (Yuh)_Doja Cat
2021-09-04,69,Don't Go,"Skrillex, Justin Bieber & Don Toliver","Don't Go_Skrillex, Justin Bieber & Don Toliver"
2021-09-04,70,Woman,Doja Cat,Woman_Doja Cat
2021-09-04,71,Don't Go Yet,Camila Cabello,Don't Go Yet_Camila Cabello
2021-09-04,72,Tombstone,Rod Wave,Tombstone_Rod Wave
2021-09-04,73,One Mississippi,Kane Brown,One Mississippi_Kane Brown
2021-09-04,74,Gyalis,Capella Grey,Gyalis_Capella Grey
2021-09-04,75,Visiting Hours,Ed Sheeran,Visiting Hours_Ed Sheeran
2021-09-04,76,You Should Probably Leave,Chris Stapleton,You Should Probably Leave_Chris Stapleton
2021-09-04,77,Memory I Don't Mess With,Lee Brice,Memory I Don't Mess With_Lee Brice
2021-09-04,78,Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,Holy Smokes_Trippie Redd Featuring Lil Uzi Vert
2021-09-04,79,Miss The Rage,Trippie Redd & Playboi Carti,Miss The Rage_Trippie Redd & Playboi Carti
2021-09-04,80,Cold As You,Luke Combs,Cold As You_Luke Combs
2021-09-04,81,My Boy,Elvie Shane,My Boy_Elvie Shane
2021-09-04,82,You,Regard x Troye Sivan x Tate McRae,You_Regard x Troye Sivan x Tate McRae
2021-09-04,83,Come Through,H.E.R. Featuring Chris Brown,Come Through_H.E.R. Featuring Chris Brown
2021-09-04,84,Buy Dirt,Jordan Davis Featuring Luke Bryan,Buy Dirt_Jordan Davis Featuring Luke Bryan
2021-09-04,85,You Time,Scotty McCreery,You Time_Scotty McCreery
2021-09-04,86,MP5,Trippie Redd Featuring SoFaygo,MP5_Trippie Redd Featuring SoFaygo
2021-09-04,87,Paralyzed,Sueco,Paralyzed_Sueco
2021-09-04,88,Baddest,"Yung Bleu, Chris Brown & 2 Chainz","Baddest_Yung Bleu, Chris Brown & 2 Chainz"
2021-09-04,89,Brutal,Olivia Rodrigo,Brutal_Olivia Rodrigo
2021-09-04,90,I Guess I'm In Love,Clinton Kane,I Guess I'm In Love_Clinton Kane
2021-09-04,91,Get Ready,Rod Wave Featuring Kodak Black,Get Ready_Rod Wave Featuring Kodak Black
2021-09-04,92,Danny Phantom,Trippie Redd Featuring XXXTENTACION,Danny Phantom_Trippie Redd Featuring XXXTENTACION
2021-09-04,93,What's Wrong,Rod Wave,What's Wrong_Rod Wave
2021-09-04,94,Demon Time,Trippie Redd Featuring Ski Mask The Slump God,Demon Time_Trippie Redd Featuring Ski Mask The Slump God
2021-09-04,95,Knowing You,Kenny Chesney,Knowing You_Kenny Chesney
2021-09-04,96,Tick Tock,Young Thug,Tick Tock_Young Thug
2021-09-04,97,Permission To Dance,BTS,Permission To Dance_BTS
2021-09-04,98,AM,Nio Garcia X J Balvin X Bad Bunny,AM_Nio Garcia X J Balvin X Bad Bunny
2021-09-04,99,Time Heals,Rod Wave,Time Heals_Rod Wave
2021-09-04,100,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,Thinking 'Bout You_Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
2021-08-28,1,Stay,The Kid LAROI & Justin Bieber,Stay_The Kid LAROI & Justin Bieber
2021-08-28,2,Bad Habits,Ed Sheeran,Bad Habits_Ed Sheeran
2021-08-28,3,Good 4 U,Olivia Rodrigo,Good 4 U_Olivia Rodrigo
2021-08-28,4,Rumors,Lizzo Featuring Cardi B,Rumors_Lizzo Featuring Cardi B
2021-08-28,5,Kiss Me More,Doja Cat Featuring SZA,Kiss Me More_Doja Cat Featuring SZA
2021-08-28,6,Levitating,Dua Lipa,Levitating_Dua Lipa
2021-08-28,7,Industry Baby,Lil Nas X & Jack Harlow,Industry Baby_Lil Nas X & Jack Harlow
2021-08-28,8,Butter,BTS,Butter_BTS
2021-08-28,9,Deja Vu,Olivia Rodrigo,Deja Vu_Olivia Rodrigo
2021-08-28,10,Montero (Call Me By Your Name),Lil Nas X,Montero (Call Me By Your Name)_Lil Nas X
2021-08-28,11,Save Your Tears,The Weeknd & Ariana Grande,Save Your Tears_The Weeknd & Ariana Grande
2021-08-28,12,Fancy Like,Walker Hayes,Fancy Like_Walker Hayes
2021-08-28,13,Take My Breath,The Weeknd,Take My Breath_The Weeknd
2021-08-28,14,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches_Justin Bieber Featuring Daniel Caesar & Giveon
2021-08-28,15,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open_Silk Sonic (Bruno Mars & Anderson .Paak)
2021-08-28,16,Essence,Wizkid Featuring Justin Bieber & Tems,Essence_Wizkid Featuring Justin Bieber & Tems
2021-08-28,17,You Right,Doja Cat & The Weeknd,You Right_Doja Cat & The Weeknd
2021-08-28,18,Happier Than Ever,Billie Eilish,Happier Than Ever_Billie Eilish
2021-08-28,19,Heartbreak Anniversary,Giveon,Heartbreak Anniversary_Giveon
2021-08-28,20,Need To Know,Doja Cat,Need To Know_Doja Cat
2021-08-28,21,Blinding Lights,The Weeknd,Blinding Lights_The Weeknd
2021-08-28,22,Glad You Exist,Dan + Shay,Glad You Exist_Dan + Shay
2021-08-28,23,Leave Before You Love Me,Marshmello X Jonas Brothers,Leave Before You Love Me_Marshmello X Jonas Brothers
2021-08-28,24,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get_DJ Khaled Featuring Lil Baby & Lil Durk
2021-08-28,25,Forever After All,Luke Combs,Forever After All_Luke Combs
2021-08-28,26,Late At Night,Roddy Ricch,Late At Night_Roddy Ricch
2021-08-28,27,Thot Shit,Megan Thee Stallion,Thot Shit_Megan Thee Stallion
2021-08-28,28,Rapstar,Polo G,Rapstar_Polo G
2021-08-28,29,Traitor,Olivia Rodrigo,Traitor_Olivia Rodrigo
2021-08-28,30,Waves,Luke Bryan,Waves_Luke Bryan
2021-08-28,31,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),Skate_Silk Sonic (Bruno Mars & Anderson .Paak)
2021-08-28,32,Without You,The Kid LAROI,Without You_The Kid LAROI
2021-08-28,33,Pepas,Farruko,Pepas_Farruko
2021-08-28,34,Heat Waves,Glass Animals,Heat Waves_Glass Animals
2021-08-28,35,Wockesha,Moneybagg Yo,Wockesha_Moneybagg Yo
2021-08-28,36,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean_Masked Wolf
2021-08-28,37,Things A Man Oughta Know,Lainey Wilson,Things A Man Oughta Know_Lainey Wilson
2021-08-28,38,Arcade,Duncan Laurence,Arcade_Duncan Laurence
2021-08-28,39,Lil Bit,Nelly & Florida Georgia Line,Lil Bit_Nelly & Florida Georgia Line
2021-08-28,40,Famous Friends,Chris Young + Kane Brown,Famous Friends_Chris Young + Kane Brown
2021-08-28,41,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes_Maroon 5 Featuring Megan Thee Stallion
2021-08-28,42,Beggin',Maneskin,Beggin'_Maneskin
2021-08-28,43,Country Again,Thomas Rhett,Country Again_Thomas Rhett
2021-08-28,44,Chasing After You,Ryan Hurd With Maren Morris,Chasing After You_Ryan Hurd With Maren Morris
2021-08-28,45,Volvi,Aventura x Bad Bunny,Volvi_Aventura x Bad Bunny
2021-08-28,46,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen._Chase Rice Featuring Florida Georgia Line
2021-08-28,47,We Didn't Have Much,Justin Moore,We Didn't Have Much_Justin Moore
2021-08-28,48,If I Didn't Love You,Jason Aldean & Carrie Underwood,If I Didn't Love You_Jason Aldean & Carrie Underwood
2021-08-28,49,Whole Lotta Money,BIA Featuring Nicki Minaj,Whole Lotta Money_BIA Featuring Nicki Minaj
2021-08-28,50,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name_Jameson Rodgers Featuring Luke Combs
2021-08-28,51,2055,Sleepy Hallow,2055_Sleepy Hallow
2021-08-28,52,Single Saturday Night,Cole Swindell,Single Saturday Night_Cole Swindell
2021-08-28,53,Motley Crew,Post Malone,Motley Crew_Post Malone
2021-08-28,54,Todo de Ti,Rauw Alejandro,Todo de Ti_Rauw Alejandro
2021-08-28,55,A-O-K,Tai Verdes,A-O-K_Tai Verdes
2021-08-28,56,Yonaguni,Bad Bunny,Yonaguni_Bad Bunny
2021-08-28,57,Wild Side,Normani Featuring Cardi B,Wild Side_Normani Featuring Cardi B
2021-08-28,58,Love Again,Dua Lipa,Love Again_Dua Lipa
2021-08-28,59,Ain't Shit,Doja Cat,Ain't Shit_Doja Cat
2021-08-28,60,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home)_Elle King & Miranda Lambert
2021-08-28,61,You,Regard x Troye Sivan x Tate McRae,You_Regard x Troye Sivan x Tate McRae
2021-08-28,62,Memory,Kane Brown X blackbear,Memory_Kane Brown X blackbear
2021-08-28,63,You Should Probably Leave,Chris Stapleton,You Should Probably Leave_Chris Stapleton
2021-08-28,64,Don't Go Yet,Camila Cabello,Don't Go Yet_Camila Cabello
2021-08-28,65,Paralyzed,Sueco,Paralyzed_Sueco
2021-08-28,66,Permission To Dance,BTS,Permission To Dance_BTS
2021-08-28,67,I Was On A Boat That Day,Old Dominion,I Was On A Boat That Day_Old Dominion
2021-08-28,68,Woman,Doja Cat,Woman_Doja Cat
2021-08-28,69,Tombstone,Rod Wave,Tombstone_Rod Wave
2021-08-28,70,My Boy,Elvie Shane,My Boy_Elvie Shane
2021-08-28,71,Gyalis,Capella Grey,Gyalis_Capella Grey
2021-08-28,72,Memory I Don't Mess With,Lee Brice,Memory I Don't Mess With_Lee Brice
2021-08-28,73,Come Through,H.E.R. Featuring Chris Brown,Come Through_H.E.R. Featuring Chris Brown
2021-08-28,74,You Time,Scotty McCreery,You Time_Scotty McCreery
2021-08-28,75,Get Into It (Yuh),Doja Cat,Get Into It (Yuh)_Doja Cat
2021-08-28,76,Buy Dirt,Jordan Davis Featuring Luke Bryan,Buy Dirt_Jordan Davis Featuring Luke Bryan
2021-08-28,77,Cold As You,Luke Combs,Cold As You_Luke Combs
2021-08-28,78,Mind Of Melvin,YNW Melly Featuring Lil Uzi Vert,Mind Of Melvin_YNW Melly Featuring Lil Uzi Vert
2021-08-28,79,Papercuts,Machine Gun Kelly,Papercuts_Machine Gun Kelly
2021-08-28,80,Baddest,"Yung Bleu, Chris Brown & 2 Chainz","Baddest_Yung Bleu, Chris Brown & 2 Chainz"
2021-08-28,81,Cold Heart (PNAU Remix),Elton John & Dua Lipa,Cold Heart (PNAU Remix)_Elton John & Dua Lipa
2021-08-28,82,SUVs (Black On Black),Jack Harlow & Pooh Shiesty,SUVs (Black On Black)_Jack Harlow & Pooh Shiesty
2021-08-28,83,Straightenin,Migos,Straightenin_Migos
2021-08-28,84,Blame It On You,Jason Aldean,Blame It On You_Jason Aldean
2021-08-28,85,AM,Nio Garcia X J Balvin X Bad Bunny,AM_Nio Garcia X J Balvin X Bad Bunny
2021-08-28,86,Hats Off,"Lil Baby, Lil Durk & Travis Scott","Hats Off_Lil Baby, Lil Durk & Travis Scott"
